,adult,budget,id,imdb_id,original_language,overview,popularity,release_date,revenue,runtime,title,tmdb_id,vote_average,vote_count,belongs_to_collection,genres,production_companies,production_countries,spoken_languages
29,False,662141,cabin+in+the+sky+1943,tt0035703,en,"Chronic gambler and carouser ""Little"" Joe Jackson is shot by Domino Johnson at Jim Henry's gambling club over an outstanding gambling debt. Little Joe's wife, the God-fearing Petunia Jackson, prays not only for her husband's mortal life, but also his eternal soul as she's afraid that if he dies now, he, despite not being an evil man, won't make it into heaven. As Little Joe is close to death, he is visited by agents of both the Lord and of Lucifer. They make a deal with him: they will give him six months to atone for the errors of his human life. Once back on Earth, he won't remember the deal but both the Lord and Lucifer will be watching over him, trying to get him to see things their way. As both sides try to get Little Joe's soul, they figure that some of the most powerful tools they have at their disposal are the women in Little Joe's life: Petunia on behalf of the Lord, and Georgia Brown, a gold-digging floozy, on behalf of Lucifer.",1.233446,1943-04-09,1606624,98,Cabin in the Sky,59964,7.1,8,,Fantasy,Metro-Goldwyn-Mayer (MGM),United States of America,English
30,False,0,parking+2008,tt1232827,zh,"On Mother's Day in Taipei, Chen Mo makes a date for dinner with his wife, hoping to bring their estranged relationship back together. While buying a cake on his way home, a car unexpectedly double parks next to his car, preventing his exit.",0.252271,2008-05-23,0,112,Parking,8935,7.7,6,,Drama,,Taiwan,普通话
31,False,0,lust+for+love+2014,tt2106529,en,Winning your childhood sweetheart can create more problems than it solves.,7.000038,2014-02-07,0,85,Lust for Love,113091,5.1,14,,Comedy,AGGK Films,United States of America,English
32,False,500000,three+lives+and+only+one+death+1996,tt0117968,en,"Raoul Ruiz’s enthralling thriller is made up of four intertwining stories of bizarre occurrences in Paris featuring a man who was stolen away by fairies, a professor who becomes a tramp, the lovers who inherit a chateau – and the last tale that connects all that has gone before.",1.163947,1996-05-15,0,123,Three Lives and Only One Death,55049,8.0,5,,Comedy,Canal+,Portugal,Français
33,False,0,the+brotherhood+of+justice+1986,tt0090775,en,"A group of high school students, led by a rich boy Derek, is sick of school violence and decides to become underground vigilantes named ""Brotherhood of Justice"". It starts with the idea ""watching people"", but things quickly get out of control. ""Brotherhood of Justice"" turns out another gang of violence. Derek wants to stop it but it is too late, so he takes responsibility for it and gives himself to the law.",0.843996,1986-05-18,0,97,The Brotherhood of Justice,41263,4.1,6,,Action,The Guber-Peters Company,United States of America,English
34,False,0,the+emperor+waltz+1948,tt0040317,en,"At the turn of the 20th century, travelling salesman Virgil Smith journeys to Vienna in the hope he can sell a gramophone to Emperor Franz Joseph, whose purchase of the recent American invention could spur its popularity in Austria.",1.300086,1948-06-07,0,106,The Emperor Waltz,38804,6.0,1,,Romance,Paramount Pictures,United States of America,English
35,False,0,the+life+of+jesus+1997,tt0120448,fr,Twenty-something Freddy is becalmed in a podunk French village where the only sign of life is the local amateur brass band and youth aimlessly roaming around the countryside on scooters. He has an intense sexual connection with his girlfriend but has no joy or passion to give her. When she falls for a handsome Arab youth a tragedy unfolds.,2.419374,1997-06-04,0,96,The Life of Jesus,27067,6.7,14,,Romance,Procirep,France,العربية
36,False,0,army+of+shadows+1969,tt0064040,fr,"Betrayed by an informant, Philippe Gerbier (Lino Ventura) finds himself trapped in a torturous Nazi prison camp. Though Gerbier escapes to rejoin the Resistance in occupied Marseilles, France, and exacts his revenge on the informant, he must continue a quiet, seemingly endless battle against the Nazis in an atmosphere of tension, paranoia and distrust.",7.872569,1969-09-10,741766,145,Army of Shadows,15383,7.8,117,,War,Fono Roma,France,English
37,False,0,head+office+1985,tt0091183,en,"In this comic take on big-business wheelings and dealings, an ambitious senator's son (Judge Reinhold) moves up the corporate ladder through undeserved promotions. But against his better judgment, he falls for a woman (the chairman's daughter, no less) who's leading a protest against the company's shady business practices. ""Saturday Night Live"" writer-performer Michael O'Donoghue scripted this satire co-starring Danny DeVito and Jane Seymour.",0.647779,1985-06-06,0,90,Head Office,41625,6.1,4,,Comedy,TriStar Pictures,United States of America,Italiano
38,False,0,rich+in+love+1992,tt0105256,en,"The legendary Albert Finney heads an all-star cast (Jill Clayburgh, Kyle MacLachlan and Ethan Hawke) in this heartwarming drama of a retired man whose family blossoms after his wife leaves them.",0.396507,1992-10-01,0,105,Rich in Love,180576,7.2,5,,Drama,Metro-Goldwyn-Mayer (MGM),United States of America,English
39,False,0,djomeh+2000,tt0259981,fa,"Djomeh is a young Afghan man who has come to live in Iran because of family trouble. Working as a milk boy, he encounters discrimination from the Iranian villagers and disdain from Habib, a fellow Afghani to whose trust Djomeh was given. The only person who shows any friendliness to him is his employer, who Djomeh asks to intercede for him in asking a woman from the village for her hand in marriage.",0.400015,2000-01-01,0,94,Djomeh,47161,4.3,3,,Drama,Lumen Films,Iran,فارسی
40,False,0,deep+in+the+woods+2000,tt0236638,fr,"A group of artists, composed of the young actors Wilfried and Matthieu and the actresses Sophie, Mathilde and the dumb Jeanne, is hired by a millionaire, Axel de Fersen, to present a performance of Little Red Riding Hood in his isolated castle to celebrate the birthday of his grandson. Meanwhile, the police advises that a serial killer is raping and killing young women in the woods around that area. During the night, the group feels trapped and threatened in the castle, guessing who is and where might be the killer.",3.037224,2000-06-13,0,90,Deep in the Woods,11303,3.3,10,,Horror,,France,Français
41,False,0,getting+it+right+1989,tt0097424,en,"Gavin is 31 years old and still lives with his parents. He is awfully shy but before he knows it there are three women interested in him. Lady Minerva Munday has a casual way of life and lives in a basement, Joan is an over-sexed millionairess, married to a Greek architect. But Gavin prefers the ugly assistant in the barbershop. Written by Mattias Thuresson",0.112213,1989-05-05,0,102,Getting It Right,86959,4.7,3,,,,,English
42,False,0,broken+english+1996,tt0115760,en,"Ivan is the fierce patriarch of a family of Croatian refugees in Auckland. Nina is his daughter, ready to live on her own, despite his angry objections. Eddie is the Maori she takes as her lover. Nina works at a restaurant where Eddie cooks. For a price, she agrees to marry a Chinese, another restaurant employee, so that he (and his Chinese wife) can establish permanent residency. The money gives her the independence she needs to leave her parents' house and move in with Eddie. Complications arise when Eddie realizes the depth of her father's fury and the strength of Nina's family ties.",0.369118,1996-09-09,0,92,Broken English,124680,7.0,2,,Romance,New Zealand Film Commission,New Zealand,English
43,False,7500000,the+wave+2008,tt1063669,de,A school teacher discusses types of government with his class. His students find it too boring to repeatedly go over national socialism and believe that dictatorship cannot be established in modern Germany. He starts an experiment to show how easily the masses can become manipulated.,6.010332,2008-03-11,19000000,107,The Wave,7735,7.5,870,,Drama,Constantin Film Produktion,Germany,Deutsch
44,False,0,i+can+get+it+for+you+wholesale+1951,tt0043663,en,A ruthless fashion designer steps on everyone in her way in order to reach the top of her profession. Eventually she is forced to choose between her ambition and the man she loves.,0.044533,1951-04-05,0,91,I Can Get it For You Wholesale,83683,6.5,1,,Drama,Twentieth Century Fox Film Corporation,United States of America,English
45,False,0,beyond+silence+1996,tt0116692,de,Beyond Silence is about a family and a young girl’s coming of age story. This German film looks into the lives of the deaf and at a story about the love for music. A girl who has always had to translate speech into sign language for her deaf parents yet when her love for playing music grows strong she must decide to continue doing something she cannot share with her parents.,1.923957,1996-12-18,0,109,Beyond Silence,312,6.5,12,,Drama,Roxy Film,Germany,Deutsch
46,False,0,tea+for+two+1950,tt0043030,en,"In this reworking of ""No, No, Nanette,"" wealthy heiress Nanette Carter bets her uncle $25,000 that she can say ""no"" to everything for 48 hours. If she wins, she can invest the money in a Broadway show featuring songs written by her beau, and of course, in which she will star. Trouble is, she doesn't realize her uncle's been wiped out by the Stock Market crash.",1.196395,1950-09-02,0,98,Tea for Two,33117,8.0,1,,Comedy,Warner Bros.,United States of America,English
47,False,0,brink+of+life+1958,tt0052017,sv,Set in a hospital where three women meet either because they have been through an abortion or are due to give birth.,1.16503,1958-03-31,0,84,Brink of Life,60899,6.6,20,,Drama,Nordisk Tonefilm,Sweden,svenska
48,False,0,the+foul+king+2000,tt0261552,ko,"Dae-Ho is an unproductive bank clerk who is late to work every morning and the object of his manager's frustrations. He was a fan of TV wrestling as a child, but can't get out of a headlock. He finds a local wrestling trainer and through a series of events eventually starts to train. He is slowly transformed as he begins his second job as the cheating villain wrestler known as the Foul King. He starts to stand up for himself in odd ways that are not really in his own best interest. Events get out of hand as conflicting influences come together.",1.21143,2000-02-04,0,116,The Foul King,52663,6.3,18,,Comedy,The Foul King 2000,South Korea,한국어/조선말
49,False,0,a+very+potter+sequel+2010,tt2040264,en,"Harry and his pals are back for more adventure than ever when they face off against dark wizards, demented monsters, and the most horrible woman in the world, Dolores Umbridge! So strap on your diapers because it's time to go back to Hogwarts!",0.471348,2010-07-22,0,213,A Very Potter Sequel,59017,7.2,12,,Music,Starkid Productions,United States of America,English
50,False,0,the+music+man+1962,tt0056262,en,"A con man comes to an Iowa town with a scam using a boy's marching band program, but things don't go according to plan.",3.391161,1962-06-19,8000000,151,The Music Man,13671,6.7,47,,Comedy,Warner Bros.,United States of America,English
51,False,0,the+green+butchers+2003,tt0342492,da,"The Green Butchers (Danish: De grønne slagtere) is a black comedy featuring two butchers, Svend ""Sweat"" and Bjarne, who start their own shop to get away from their arrogant boss. Cannibalism is soon introduced to the plot, and further complications arise due to the reappearance of Bjarne's mentally retarded twin brother Eigil.",6.438965,2003-03-08,0,100,The Green Butchers,4972,7.4,64,,Comedy,M&M Productions,Denmark,Dansk
52,False,0,paheli+2005,tt0451850,en,"Kishanlal marries the beautiful Lachchi, but the day after the wedding, he leaves on business for five years. When Kishanlal reappears only a few days later, Lachchi is delighted, but this new Kishanlal is in fact a spirit who has taken the form of Lachchi's husband, after having seen her by chance and fallen in love with her. Four years later, the real Kishanlal returns and the townsfolk must determine who is who.",1.436484,2005-06-24,0,141,Paheli,33081,6.3,20,,Drama,Red Chillies Entertainment,India,हिन्दी
53,False,110000000,real+steel+2011,tt0433035,en,"In the near-future, Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After Charlie's robot is trashed, he reluctantly teams up with his estranged son Max to rebuild and train an unlikely contender.",19.265552,2011-09-28,299268508,127,Real Steel,39254,6.6,2749,,Action,DreamWorks SKG,India,English
54,False,28000000,the+stand+1994,tt0108941,en,"The human race is wiped out by a government invented super flu. The remaining survivors take sides in the forces of good and evil. A mysterious old woman who is a servant of God and a powerful and deadly man who might be the devil himself. A gas station attendant, a rock star, a mute, a professor, a farmer, a socialite, a mildly retarded man, a judge, a teenager, a mother, and a nerd take forces.",10.374919,1994-01-01,0,366,The Stand,13519,6.7,155,,Adventure,Laurel Entertainment,United States of America,English
55,False,0,sorry_+wrong+number+1948,tt0040823,en,Leona Stevenson is confined to bed and uses her telephone to keep in contact with the outside world. One day she overhears a murder plot on the telephone and is desperate to find out who is the intended victim.,8.433119,1948-09-01,0,89,"Sorry, Wrong Number",21635,6.8,40,,Drama,Paramount Pictures,United States of America,English
56,False,14000000,jefferson+in+paris+1995,tt0113463,en,"His wife having recently died, Thomas Jefferson accepts the post of United States ambassador to pre-revolutionary France, though he finds it difficult to adjust to life in a country where the aristocracy subjugates an increasingly restless peasantry. In Paris, he becomes smitten with cultured artist Maria Cosway, but, when his daughter visits from Virginia accompanied by her attractive slave, Sally Hemings, Jefferson's attentions are diverted.",1.596058,1995-03-31,2474000,139,Jefferson in Paris,87729,5.2,10,,Drama,Merchant Ivory Productions,United States of America,English
57,False,45000000,inside+man+2006,tt0454848,en,"Bank robber Dalton Russell enters a Manhattan bank, locks the doors and takes hostages, working methodically and without haste. Detective Frazier is assigned to negotiate, but his mind is occupied with the corruption charges he is facing. With an army of police surrounding the bank, the thief, the cop and a high-profile 'fixer' enter high-stakes negotiations.",13.393548,2006-03-23,184376254,129,Inside Man,388,7.3,1671,,Crime,Imagine Entertainment,United States of America,English
58,False,4000000,charade+1963,tt0056923,en,"After Regina Lampert falls for the dashing Peter Joshua on a skiing holiday in the French Alps, she discovers upon her return to Paris that her husband has been murdered. Soon, she and Peter are giving chase to three of her late husband's World War II cronies, Tex, Scobie and Gideon, who are after a quarter of a million dollars the quartet stole while behind enemy lines. But why does Peter keep changing his name?",7.098731,1963-12-05,13474588,113,Charade,4808,7.7,351,,Comedy,Universal Pictures,United States of America,English
59,False,1000000,rear+window+1954,tt0047396,en,"Professional photographer L.B. ""Jeff"" Jeffries breaks his leg while getting an action shot at an auto race. Confined to his New York apartment, he spends his time looking out of the rear window observing the neighbors. He begins to suspect that a man across the courtyard may have murdered his wife. Jeff enlists the help of his high society fashion-consultant girlfriend Lisa Freemont and his visiting nurse Stella to investigate.",17.911314,1954-08-01,36764313,112,Rear Window,567,8.2,1531,,Drama,Paramount Pictures,United States of America,English
60,False,3000000,the+sugarland+express+1974,tt0072226,en,"Married small-time crooks Lou-Jean and Clovis Poplin lose their baby to the state of Texas and resolve to do whatever it takes to get him back. Lou-Jean gets Clovis out of jail, and the two steal their son from his foster home, in addition to taking a highway patrolman hostage. As a massive dragnet starts to pursue them across Texas, the couple become unlikely folk heroes and even start to bond with the captive policeman.",4.506948,1974-04-05,12800000,110,The Sugarland Express,5121,6.4,70,,Crime,Universal Pictures,United States of America,English
61,False,0,13+tzameti+2005,tt0475169,fr,"Sebastian, a young man, has decided to follow instructions intended for someone else, without knowing where they will take him. Something else he does not know is that Gerard Dorez, a cop on a knife-edge, is tailing him. When he reaches his destination, Sebastian falls into a degenerate, clandestine world of mental chaos behind closed doors in which men gamble on the lives of others men.",2.38476,2005-09-01,767311,93,13 Tzameti,6077,6.9,66,,Action,Weltecho,France,Français
62,False,0,the+taming+of+the+shrew+1967,tt0061407,en,"Baptista, a rich Paduan merchant, announces that his fair young daughter, Bianca, will remain unwed until her older sister, Katharina, a hellish shrew, has wed. Lucentio, a student and the son of a wealthy Pisan merchant, has fallen in love with Bianca. He poses as a tutor of music and poetry to gain entrance to the Baptista household and to be near Bianca. Meanwhile, Petruchio, a fortune-hunting scoundrel from Verona, arrives in Padua, hoping to capture a wealthy wife. Hortensio, another suitor of Bianca, directs Petruchio's attention to Katharina. When Hortensio warns him about Katharina's scolding tongue and fiery temper, Petruchio is challenged and resolves to capture her love. Hortensio and another suitor of Bianca, Gremio, agree to cover Petruchio's costs as he pursues Katharina.",2.786435,1967-03-07,0,122,The Taming of the Shrew,25560,6.9,35,,Comedy,Columbia Pictures,Italy,English
63,False,6000000,jcvd+2008,tt1130988,fr,"Between his tax problems and his legal battle with his wife for the custody of his daughter, these are hard times for the action movie star who finds that even Steven Seagal has pinched a role from him! Jean-Claude Van Damme returns to the country of his birth to seek the peace and tranquility he can no longer enjoy in the United States.",6.670933,2008-06-04,276891,96,JCVD,13672,6.6,155,,Drama,Gaumont,Belgium,English
64,False,290,heroes+for+sale+1933,tt0024115,en,"The saga of honorable man Tom Holmes, whose Great War heroics earn fame and a medal for someone else, and his wounds result in morphine addiction and a string of challenges and tragedies.",1.094643,1933-06-17,0,76,Heroes for Sale,66701,6.3,6,,Drama,First National Pictures,United States of America,English
65,False,0,dear+heart+1964,tt0057999,en,A lonely Ohio spinster hopes to find romance when she travels to New York City for a postmasters' convention.,0.338929,1964-12-02,0,114,Dear Heart,101226,8.0,4,,Comedy,Out of Towners Productions,United States of America,English
66,False,0,the+century+of+the+self+2002,tt0432232,en,A documentary about the rise of psychoanalysis as a powerful mean of persuasion for both governments and corporations.,0.998672,2002-03-17,0,235,The Century of the Self,51452,8.3,27,,Documentary,British Broadcasting Corporation (BBC),United Kingdom,English
67,False,0,lovesick+1983,tt0085873,en,"Forget about accountants who want to fly, professors whose brains are being zapped by aliens and bored housewives passing the time. The one all-consuming problem Manhattan psychiatrist Saul Benjamin has is himself! Saul (Dudley Moore) and Chloe (Elizabeth McGovern), one of his patients, are in love. The situation could get him bounced from his profession but for lovers of romantic comedy, it's all delightful.",0.013577,1983-02-18,0,96,Lovesick,71357,6.0,3,,Romance,Warner Bros.,United States of America,English
68,False,0,prayers+for+bobby+2009,tt1073510,en,"True story of Mary Griffith, gay rights crusader, whose teenage son committed suicide due to her religious intolerance. Based on the book of the same title by Leroy Aarons.",9.598968,2009-02-27,0,88,Prayers for Bobby,21634,7.5,99,,Drama,Daniel Sladek Entertainment,United States of America,English
69,False,52000000,the+break-up+2006,tt0452594,en,"Cohabitating couple Gary and Brooke find their once-blissful romance on the rocks when petty spats about lemons and dirty dishes mushroom into an all-out battle for custody of their upscale Chicago condo. An escalating argument ensues as Gary and Brooke continue to live under the same roof, all while cooking up schemes to drive each other off the premises.",6.327193,2006-06-01,204999686,106,The Break-Up,9767,5.6,851,,Romance,Universal Pictures,United States of America,English
70,False,12000000,the+namesake+2006,tt0433416,en,"American-born Gogol, the son of Indian immigrants, wants to fit in among his fellow New Yorkers, despite his family's unwillingness to let go of their traditional ways.",4.273271,2006-09-02,20138836,122,The Namesake,16727,6.8,50,,Drama,Fox Searchlight Pictures,India,বাংলা
71,False,13365000,happiness+is+in+the+field+1995,tt0112556,en,"Francis, the boss of a small plumbing supply company, is harassed by tax collectors, striking employees, and an impossible wife and daughter. His only joy is sharing lunch with his friend Gerard. Then a TV show called ""where are you?"" shows a woman from Gers who is searching for her husband who disappeared 28 years ago. The lost husband looks like an identical twin of Francis...",1.254885,1995-01-31,0,106,Happiness Is in the Field,43612,7.0,23,,Comedy,France 2 Cinéma,France,Français
72,False,0,loser+takes+all+2002,tt0352531,el,"Man (Gianis Aggelakas), a mysterious man of the underworld, small time grifter and big time hard-man, who has an anarchic tendency to mumble and comment on the system, society, police, the underworld itself and other things, along with his beloved bird, Bellafonte, meets up with an odd posse consisting of kid, who is a young songwriter, a prostitute who gathers money in order to open o bookstore, an alcoholic girl haunted by the relationship with her dead mother, and the grudgey bar-woman-ex-girlfriend. The five of them get caught up in a scheme involving the media, the mob, politicians and the police. And they definitely want to get the hell out of the city, probably to some Caribbean paradise.",0.039267,2002-11-15,0,120,Loser Takes All,75865,8.0,1,,,,Greece,ελληνικά
73,False,0,downstairs+1932,tt0022834,en,"Downstairs was a very personal project for John Gilbert - he conceived, co-wrote, and starred as the devious chauffeur who creates havoc in an upper-class household, from the top floors to the bottom, thanks to his blackmail and seductions. But when he sets his sights on the chief butler's (Paul Lukas) new bride (Virginia Bruce) he may have crossed a line even he can't charm his way out of.",0.784385,1932-08-06,0,77,Downstairs,134427,6.6,5,,Drama,Metro-Goldwyn-Mayer (MGM),United States of America,English
74,False,0,lavoura+arcaica+2001,tt0241663,pt,"Brazilian baroque. The young son that ran from his dominant family, descends into decadence and then returns to the nest. With melodramatic themes of tyrannical fathers, incest, fierce family conflicts and an overheated and intense visual style to match",0.652255,2001-10-29,0,163,Lavoura Arcaica,60141,7.3,9,,Drama,VideoFilmes,Brazil,Português
75,False,9000000,the+contender+2000,tt0208874,en,"Political thriller about Laine Hanson's nomination and confirmation as Vice President. An allegation that she was involved in a sexual orgy at the age of 19 is leaked to the press. As pressure mounts on Laine, she's torn between fighting back or sticking to her principles and refusing to comment on the allegations.",15.072042,2000-10-13,0,126,The Contender,6521,6.7,61,,Drama,Battleplan Productions,Germany,English
76,False,0,kounterfeit+1996,tt0113037,en,"Flush with $3 million in counterfeit bills, a pair of small-time criminals hope to make the big time by trading it in for a cool million in authentic cash. However, when the trade goes awry, three men end up murdered- one a cop with a vengeful sister--and the hapless buddies find themselves caught between the police and mob hit men after the money.",1.313652,1996-11-15,0,90,Kounterfeit,128639,4.5,2,,Thriller,Showcase Entertaiment Inc.,United States of America,English
77,False,0,the+man+who+planted+trees+1987,tt0093488,fr,This animated short film tells the story of a shepherd who repairs the ruined ecosystem of a secluded valley by singlehandedly cultivating a forest over a thirty year period.,2.107199,1987-05-13,0,30,The Man Who Planted Trees,49565,8.2,35,,Animation,Société Radio-Canada,Canada,Français
78,False,0,carriage+to+vienna+1966,tt0060597,cs,A WW2 story of a young Austrian soldier running from the Russian army and a woman whom he forces to come along in order to save his wounded mate.,0.397247,1966-11-11,0,76,Carriage to Vienna,118497,7.3,4,,Drama,Filmové Studio Barrandov,Czech Republic,Český
79,False,0,gertie+the+dinosaur+1914,tt0004008,en,"Although not the first feature-length animated film, as is sometimes thought, it was the first cartoon to feature a character with an appealing personality. The appearance of a true character distinguished it from earlier animated ""trick films"", such as those of Blackton and Cohl, and makes it the predecessor to later popular cartoons such as those by Walt Disney. The film was also the first to be created using keyframe animation.",1.914726,1914-09-15,0,12,Gertie the Dinosaur,100246,6.7,27,,Animation,Vitagraph Company of America,United States of America,English
80,False,0,criminal+2004,tt0362526,en,"Needing a new partner capable of intricate cons, Richard Gaddis, recruits Rodrigo, a crook with a perfect poker face. The two plan a big-time scam: selling a fake Silver Certificate to currency collector William Hannigan. Rodrigo distrusts his new associate, but needs money to help out his ill father. The situation becomes more complicated when Rodrigo falls for Gaddis' sister, Valerie, drawing another player into the game.",2.93151,2004-10-07,0,87,Criminal,14198,6.5,34,,Action,2929 Productions,United States of America,Español
81,False,0,fun+on+a+weekend+1947,tt0039405,en,Penniless strangers team up to fleece the rich.,0.356403,1947-05-15,0,93,Fun on a Weekend,175065,7.0,1,,,,,
82,False,0,the+olsen+gang+1968,tt0063386,da,"The first of 14 Olsen Gang films presents us with Egon Olsen, head of the gang, and his friends Benny and Kjeld, who want to become the best known gang in Denmark and eventually Europe by stealing a famous Bavarian work of art currently displayed in a Copenhagen museum. Although Egon's plan works out fine, there is only trouble ahead for the little gang.",2.393462,1968-10-11,0,80,The Olsen Gang,11389,6.5,13,The Olsen Gang Collection,Family,Nordisk Films Kompagni A/S,Denmark,Dansk
83,False,0,i+saw+the+devil+2010,tt1588170,ko,"Kyung-chul is a dangerous psychopath who kills for pleasure. He has committed infernal serial murders in diabolic ways that one cannot even imagine and his victims range from young women to even children. The police have chased him for a long time, but were unable to catch him. One day, Joo-yeon, daughter of a retired police chief becomes his prey and is found dead in a horrific state. Her fiance Soo-hyun, a top secret agent, decides to track down the murderer himself. He promises himself that he will do everything in his power to take bloody vengeance against the killer, even if it means that he must become a monster himself to get this monstrous and inhumane killer.",8.435562,2010-08-12,0,141,I Saw the Devil,49797,7.6,534,,Thriller,Softbank Ventures,South Korea,한국어/조선말
84,False,0,the+woman+in+white+1948,tt0040974,en,"A young painter stumbles upon an assortment of odd characters at an English estate where he has been hired to give art lessons to beautiful Laura Fairlie. Among them are Anne Catherick, a strange young woman dressed in white whom he meets in the forest and who bears a striking resemblance to Laura; cunning Count Fosco, who hopes to obtain an inheritance for nobleman Sir Percival Glyde, whom he plans to have Laura marry; Mr. Fairlie, a hypochondriac who can't stand to have anyone make the slightest noise; and eccentric Countess Fosco who has her own dark secret. The artist also finds himself drawn to Marion Halcomb, a distant relation to Laura for whom the Count also has plans.",0.550873,1948-05-15,0,109,The Woman in White,37300,5.1,6,,Drama,Warner Bros.,United States of America,English
85,False,0,waterboys+2001,tt0299213,ja,"In a Japanese school, 5 adolescent geeks join the new sport teacher and take up the challenge to take part in the synchronised swimming competition, in-spite of the mockeries of the ""real sportsmen"".",2.48931,2001-09-15,0,90,Waterboys,30839,6.0,16,,Comedy,Altamira Pictures Inc.,Japan,日本語
86,False,500000,paris+is+burning+1990,tt0100332,en,"A chronicle of New York City's drag scene in the 1980s, focusing on balls, voguing and the ambitions and dreams of those who gave the era its warmth and vitality.",4.101295,1990-03-13,3779620,71,Paris is Burning,31225,8.2,67,,Documentary,,United States of America,English
87,False,0,tinker+tailor+soldier+spy+1979,tt0080297,en,"In the bleak days of the Cold War, espionage veteran George Smiley is forced from semi-retirement to uncover a Soviet agent within MI6's echelons.",1.564586,1979-09-10,0,320,Tinker Tailor Soldier Spy,140207,7.6,10,,Thriller,BBC,United Kingdom,English
88,False,0,miss+and+the+doctors+2013,tt2916510,fr,"Two sibling doctors take on a young diabetic patient and both fall for the girl’s lovely mother, who tends bar at a local watering hole, testing their fraternal bonds and professional relationship.",1.222967,2013-09-04,0,100,Miss and the Doctors,204762,5.0,15,,Comedy,Pyramide Distribution,France,Français
89,False,35000000,the+devil+wears+prada+2006,tt0458352,en,The Devil Wears Prada is about a young journalist who moves to New York to work in the fashion industry. Her boss however is extremely demanding and cruel and won’t let her succeed if she doesn’t fit into the high class elegant look of their magazine when all she really wants to be a good journalist.,13.102384,2006-06-30,326551094,109,The Devil Wears Prada,350,7.0,3198,,Comedy,Twentieth Century Fox Film Corporation,United States of America,English
90,False,15000000,whatever+works+2009,tt1178663,en,"Whatever Works explores the relationship between a crotchety misanthrope, Boris and a naïve, impressionable young runaway from the south, Melody. When Melody's uptight parents arrive in New York to rescue her, they are quickly drawn into wildly unexpected romantic entanglements. Everyone discovers that finding love is just a combination of lucky chance and appreciating the value of ""whatever works.""",8.930341,2009-06-19,35097815,92,Whatever Works,19265,6.8,365,,Comedy,Sony Pictures Classics,France,English
91,False,0,the+magical+legend+of+the+leprechauns+1999,tt0205214,en,"American businessman Jack Woods rents a cottage on the enchanted Emerald Isle which is occupied by a family of leprechauns. Leprechaun Seamus Muldoon's son and son's friends crash the fairies' costume ball and Muldoon's son falls in love with fairy Princess Jessica. Their love re-ignites a feud between the leprechauns and the fairies, which escalates into a war. The Grand Banshee warns of terrible consequences and Jack Woods is chosen to make peace. Woods interrupts his own romance with an Irish beauty to help, and becomes involved in a strange and wonderful magical adventure.",2.043987,1999-11-07,0,139,The Magical Legend of the Leprechauns,31183,6.7,20,,Romance,Hallmark Entertainment,Germany,English
92,False,28000000,kick-ass+2010,tt1250777,en,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a super-hero, even though he has no powers, training or meaningful reason to do so.",17.26045,2010-03-22,96188903,117,Kick-Ass,23483,7.1,4747,Kick-Ass Collection,Action,Lionsgate,United Kingdom,English
93,False,0,jonny+vang+2003,tt0355611,en,"Three friends since childhood are trying to work out their complicated relationships. Jonny tries to be best friends with Magnus, Magnus tries to be married to Tuva, and Tuva tries to have sex with Jonny.",0.195557,2003-02-14,0,85,Jonny Vang,33688,6.0,5,,Comedy,,Norway,Norsk
